arcFileName	arcFilePos	detectedMimeType	hostIp	html-mf-geo	html-mf-hcalendar	html-mf-hcard	html-mf-hlisting	html-mf-hrecipe	html-mf-hresume	html-mf-hreview	html-mf-species	html-mf-xfn	html-microdata	html-rdfa	mimeType	recordLength	referencedData	timestamp	totalTriples	uri

