17066874	0.1792771425	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name							
16607200	0.1744485464	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/url							
16147032	0.1696147612	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/type							
15804461	0.1660162609	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type						
15762605	0.1655765891	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url					
15292038	0.1606335686	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url						
15292038	0.1606335686	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url						
13848982	0.1454751421	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/image							
12906742	0.1355774833	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/image						
12866407	0.1351537887	http://rdf.data-vocabulary.org/url	http://rdf.data-vocabulary.org/title							
12693672	0.1333393124	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/image	http://opengraphprotocol.org/schema/url					
12582429	0.1321707723	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/image	http://opengraphprotocol.org/schema/url				
11058967	0.1161677296	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/description							
11035164	0.1159176935	http://ogp.me/nsurl	http://ogp.me/nstitle							
10813954	0.1135940168	http://opengraphprotocol.org/schema/site-name	http://www.facebook.com/2008/fbmlapp-id							
10735710	0.1127721112	http://ogp.me/nstype	http://ogp.me/nstitle							
10454138	0.1098143684	http://ogp.me/nsurl	http://ogp.me/nstype	http://ogp.me/nstitle						
10446269	0.1097317093	http://ogp.me/nssite-name	http://ogp.me/nstitle							
10433015	0.1095924841	http://ogp.me/nsimage	http://ogp.me/nstitle							
10393896	0.1091815628	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/description	http://opengraphprotocol.org/schema/url						
10365240	0.1088805489	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/description	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url					
10362385	0.1088505589	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/description	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url				
10277571	0.1079596393	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url	http://www.facebook.com/2008/fbmlapp-id				
10040381	0.1054681025	http://ogp.me/nssite-name	http://ogp.me/nstitle	http://ogp.me/nstype						
