17891151	0.2666670731	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name								
17373588	0.258952812	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/url								
16932423	0.2523772608	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/type								
16585512	0.2472065626	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type							
16517509	0.24619298	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url						
16053027	0.2392698896	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url							
16053027	0.2392698896	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/url							
14620398	0.217916597	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/image								
13670480	0.2037580975	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/image							
13414147	0.1999374617	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/image	http://opengraphprotocol.org/schema/url						
13308641	0.1983648979	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/site-name	http://opengraphprotocol.org/schema/type	http://opengraphprotocol.org/schema/image	http://opengraphprotocol.org/schema/url					
11621040	0.1732112553	http://opengraphprotocol.org/schema/title	http://opengraphprotocol.org/schema/description								
11579171	0.1725871991	http://ogp.me/nsurl	http://ogp.me/nstitle								
11264894	0.1679029097	http://ogp.me/nstype	http://ogp.me/nstitle								
11249945	0.1676800953	http://opengraphprotocol.org/schema/site-name	http://www.facebook.com/2008/fbmlapp-id								
10990831	0.1638180089	http://ogp.me/nssite-name	http://ogp.me/nstitle								
10970535	0.1635154976	http://ogp.me/nsurl	http://ogp.me/nstype	http://ogp.me/nstitle							
